temp_avg;temp_max;temp_min;precipitation;humidity;wind;pressure;month;year
-11,0;-7,0;-14,0;;77;4;740,1;2;4
-14,1;-8,0;-21,0;;75;8;741,6;2;4
-13,4;-8,0;-20,0;0,0;72;13;738,0;2;4
-11,5;-9,0;-14,0;0,4;76;6;737,3;2;4
-15,5;-10,0;-22,0;;79;5;736,6;3;4
-14,3;-6,0;-23,0;;67;7;738,3;3;4
-9,9;-6,0;-13,0;0,2;69;4;738,4;3;4
-9,3;-2,0;-18,6;;72;7;737,3;3;4
-6,4;4,0;-17,0;;56;10;740,7;3;4
-0,6;4,0;-6,0;0,5;85;7;740,8;3;4
1,4;3,5;-1,0;0,8;93;3;737,4;3;4
3,6;8,4;-0,1;;75;3;738,1;3;4
2,8;7,1;-2,0;;60;5;738,5;3;4
2,3;9,6;-5,0;;64;2;735,9;3;4
6,5;13,0;0,5;;73;7;737,2;3;4
9,9;13,0;6,0;0,2;76;10;729,1;3;4
9,0;15,0;3,0;;70;7;724,1;3;4
7,6;13,0;5,0;1,0;80;8;727,4;3;4
4,8;8,0;4,0;;87;5;729,3;3;4
4,7;8,0;2,5;10,2;86;6;723,3;3;4
-3,7;5,0;-6,5;1,2;85;3;720,6;3;4
-7,7;-5,0;-10,0;7,8;90;7;726,9;3;4
-5,9;-3,0;-8,0;0,5;78;8;730,8;3;4
-3,8;-3,0;-7,0;5,5;87;4;731,8;3;4
-2,8;0,0;-4,0;;86;8;728,05;3;4
-3,6;4,0;-13,0;;48;8;730,9;3;4
-1,3;6,0;-9,0;;45;6;726,1;3;4
-2,9;4,4;-10,0;;85;2;724,7;3;4
1,9;9,0;-5,5;;65;8;727,6;3;4
3,1;11,0;-3,0;;65;5;730,4;3;4
3,4;9,0;0,0;0,3;77;6;728,0;3;4
2,6;7,0;0,0;0,2;84;6;728,6;3;4
4,6;9,0;0,5;1,2;89;9;733,4;3;4
7,0;10,0;3,0;1,0;93;3;732,1;3;4
10,2;14,5;6,0;4,0;78;4;729,1;3;4
8,1;11,0;3,0;14,5;94;13;729,1;4;4
2,8;5,0;2,0;1,2;76;17;736,1;4;4
6,5;15,0;-2,5;;61;10;737,0;4;4
12,0;21,0;2,0;;45;13;728,9;4;4
15,6;21,0;9,0;;51;10;729,3;4;4
10,8;21,0;9,0;2,2;91;9;732,5;4;4
7,7;16,0;-2,0;;51;4;732,1;4;4
13,8;21,0;6,5;;48;6;731,2;4;4
17,0;25,0;8,7;;47;10;731,9;4;4
15,8;26,0;7,0;0,2;47;8;729,4;4;4
16,1;23,0;7,0;;51;6;718,7;4;4
17,4;24,0;10,0;;62;7;727,1;4;4
17,5;24,7;11,0;3,0;45;9;733,7;4;4
15,8;24,0;8,5;;39;4;732,6;4;4
17,2;25,0;8,5;;58;7;730,2;4;4
17,8;24,5;11,0;;57;5;735,1;4;4
16,8;24,0;15,0;;75;9;740,8;4;4
13,8;19,0;7,0;;65;8;738,2;4;4
15,3;21,0;10,0;;62;11;731,6;4;4
13,4;20,0;8,0;;62;7;732,0;4;4
14,4;25,0;4,0;;31;7;732,3;4;4
15,7;24,0;8,0;;38;8;733,0;4;4
13,8;22,0;5,0;;44;5;734,1;4;4
15,8;21,0;12,0;2,5;77;7;737,4;4;4
16,6;24,0;9,0;;59;9;738,4;4;4
13,4;23,0;11,0;10,5;64;9;734,6;4;4
10,8;15,0;6,0;;65;5;737,4;4;4
13,1;23,0;4,0;;35;3;744,1;4;4
16,9;25,5;7,0;3,0;53;5;742,7;4;4
19,1;27,6;11,0;;44;4;737,1;4;4
20,2;28,0;11,0;0,1;53;10;736,7;5;4
20,3;28,0;12,0;;50;5;734,8;5;4
21,0;29,0;12,0;;35;11;734,1;5;4
20,4;29,0;12,0;;59;5;733,4;5;4
18,5;28,0;14,0;0,2;63;10;732,0;5;4
14,8;22,0;9,0;;54;5;732,5;5;4
13,1;20,0;6,0;6,5;56;5;736,6;5;4
16,3;24,1;11,0;0,1;76;4;736,5;5;4
19,1;25,0;14,0;;54;5;732,0;5;4
18,6;27,0;11,0;;64;4;734,4;5;4
17,7;27,0;12,0;;53;3;732,7;5;4
16,4;24,0;9,7;;33;4;733,9;5;4
14,6;23,0;6,8;1,5;51;6;737,5;5;4
11,8;18,0;7,0;3,7;81;4;739,3;5;4
13,1;20,0;6,0;8,0;73;6;738,1;5;4
13,6;18,0;11,0;14,2;94;5;733,6;5;4
15,2;21,0;9,0;;61;14;733,4;5;4
13,7;19,0;11,0;14,0;92;6;735,0;5;4
13,0;16,0;12,0;4,5;77;4;736,5;5;4
15,2;20,5;11,6;;54;4;737,2;5;4
13,9;20,0;7,0;;45;7;734,5;5;4
15,6;23,0;12,0;2,0;74;6;734,5;5;4
18,5;28,0;11,0;12,0;61;3;733,9;5;4
18,0;25,0;12,0;;75;3;730,3;5;4
18,5;24,0;13,0;;58;6;730,4;5;4
20,6;26,0;15,0;;45;5;730,2;5;4
20,0;25,0;12,5;;50;4;739,1;5;4
20,8;27,0;12,4;;41;5;734,1;5;4
19,7;28,0;11,0;;37;10;740,2;5;4
20,8;29,0;12,0;;40;10;737,4;5;4
21,6;30,0;13,0;;47;2;738,3;5;4
19,6;29,0;13,5;12,7;65;4;738,7;6;4
20,1;27,0;14,5;;80;2;738,3;6;4
19,7;27,0;13,0;2,8;70;1;740,3;6;4
20,2;27,0;15,0;6,2;62;5;740,6;6;4
15,6;25,0;10,0;;57;2;741,2;6;4
16,4;25,0;8,0;;50;6;740,6;6;4
20,0;28,0;11,5;;60;3;736,7;6;4
21,9;29,5;13,0;;34;2;734,2;6;4
23,1;30,0;14,0;;44;5;733,9;6;4
22,7;30,0;16,0;0,0;74;5;731,9;6;4
20,9;28,0;16,5;30,0;73;6;729,3;6;4
19,5;28,0;15,5;0,2;72;3;736,0;6;4
16,0;24,0;14,5;44,0;95;5;738,6;6;4
18,3;22,0;14,5;;78;3;736,0;6;4
18,8;23,4;13,0;;57;3;732,5;6;4
18,1;23,4;14,0;0,6;71;3;734,3;6;4
19,4;23,0;16,0;2,6;81;3;730,9;6;4
22,2;29,0;16,5;;72;3;728,5;6;4
21,1;29,0;16,0;;62;3;729,1;6;4
22,4;31,0;13,5;;62;7;730,6;6;4
15,6;30,0;12,0;0,8;75;9;732,5;6;4
11,4;16,0;9,0;8,2;90;5;733,4;6;4
11,5;16,1;8,0;15,2;87;4;735,2;6;4
14,4;19,5;10,0;0,2;75;4;735,1;6;4
14,8;22,0;10,5;1,0;64;4;739,7;6;4
17,7;24,3;12,5;2,3;80;5;732,8;6;4
19,1;24,4;16,0;;86;4;735,1;6;4
19,2;24,4;16,0;19,5;87;3;733,9;6;4
15,6;22,4;12,0;9,0;79;5;735,4;6;4
11,8;18,5;10,4;12,7;74;7;735,2;7;4
13,3;18,0;10,0;1,2;74;9;737,0;7;4
16,4;22,0;11,0;;64;4;738,2;7;4
18,8;26,0;9,0;;56;4;737,4;7;4
21,2;28,0;12,5;;54;4;732,7;7;4
19,4;28,0;12,5;3,0;66;2;732,9;7;4
19,6;24,2;14,5;;57;5;734,1;7;4
19,5;25,0;13,5;2,5;68;5;735,1;7;4
19,1;25,0;13,0;0,2;90;3;733,6;7;4
19,8;26,5;12,5;;54;4;733,1;7;4
21,9;28,2;17,0;;80;2;731,9;7;4
20,4;27,0;17,2;7,5;75;3;734,0;7;4
16,5;24,8;12,9;4,5;68;5;734,4;7;4
17,0;21,6;14,5;18,0;89;6;734,5;7;4
17,1;21,6;15,5;19,5;94;5;733,7;7;4
17,6;21,0;15,0;4,7;94;3;733,8;7;4
19,5;25,0;15,5;1,8;81;3;734,0;7;4
19,7;23,0;16,0;1,7;91;3;734,2;7;4
20,5;24,0;17,0;0,6;94;4;732,8;7;4
20,8;25,3;18,0;0,1;83;4;731,6;7;4
20,9;26,5;15,2;;64;5;730,6;7;4
20,7;29,0;11,6;;59;1;727,7;7;4
20,0;28,0;16,0;9,4;74;3;726,4;7;4
20,4;24,0;18,5;9,4;93;15;731,1;7;4
20,2;23,0;17,0;0,2;92;2;731,4;7;4
21,0;25,0;17,5;0,4;86;2;732,6;7;4
22,5;29,0;17,0;;76;3;731,4;7;4
22,7;28,0;17,1;2,0;65;2;730,3;7;4
22,5;29,0;19,4;10,2;84;3;730,6;7;4
21,4;26,0;17,0;;92;5;731,6;7;4
20,9;27,0;17,0;3,5;92;8;733,3;7;4
22,5;30,0;17,0;;83;10;734,1;8;4
22,0;27,0;17,5;;77;4;731,8;8;4
21,8;29,3;15,5;;68;3;733,0;8;4
21,6;29,2;13,4;;48;2;737,0;8;4
21,4;30,0;16,0;0,5;76;3;739,1;8;4
20,6;26,0;16,0;0,8;68;4;739,6;8;4
19,9;26,5;13,0;;60;1;737,7;8;4
21,1;30,0;13,0;;57;7;735,4;8;4
22,0;29,0;15,5;;57;10;736,5;8;4
23,5;30,0;17,5;;66;7;737,5;8;4
20,5;28,5;17,2;7,0;57;6;737,9;8;4
20,3;26,0;16,3;;67;3;739,7;8;4
21,2;29,0;13,5;;61;3;737,8;8;4
23,0;31,0;16,0;;57;8;739,2;8;4
19,5;30,0;17,0;1,0;89;3;738,6;8;4
19,4;22,0;17,0;0,8;85;3;734,9;8;4
19,0;24,0;17,5;4,2;72;3;732,6;8;4
20,0;27,3;14,0;4,0;67;2;735,3;8;4
21,3;29,0;14,9;;71;3;737,7;8;4
21,7;30,0;15,5;;53;4;737,2;8;4
21,0;28,0;16,0;;69;4;737,5;8;4
18,8;26,0;13,0;;63;4;736,8;8;4
19,5;28,0;14,0;;72;6;736,6;8;4
20,7;29,4;14,5;2,0;52;3;736,5;8;4
20,6;27,2;14,9;6,0;52;3;739,4;8;4
17,6;25,5;16,6;2,0;95;4;737,3;8;4
14,1;19,0;11,2;;93;3;733,6;8;4
16,5;22,0;13,0;0,2;91;2;731,4;8;4
16,9;24,0;13,0;;72;1;731,3;8;4
17,1;26,5;11,0;;71;5;735,7;8;4
17,5;24,0;11,5;;81;2;737,2;8;4
18,7;26,2;11,3;;72;3;738,2;9;4
19,9;26,0;13,0;;66;5;738,0;9;4
18,8;27,5;12,0;;69;4;740,9;9;4
20,6;29,0;16,0;3,0;67;10;737,4;9;4
18,2;24,0;13,0;1,5;86;3;733,3;9;4
17,2;23,0;15,0;4,0;84;2;733,7;9;4
17,2;21,2;14,0;0,1;87;1;733,0;9;4
15,5;19,7;12,2;;92;2;732,7;9;4
15,3;19,9;11,8;;87;2;734,1;9;4
17,5;23,2;14,0;;62;4;738,4;9;4
15,7;22,9;9,0;;75;3;735,7;9;4
17,5;25,2;10,6;;61;3;737,5;9;4
18,7;27,0;11,3;;57;2;738,5;9;4
18,4;26,2;12,6;;67;2;735,5;9;4
19,5;30,0;17,0;1,0;89;3;734,1;9;4
19,4;22,0;17,0;0,8;85;3;735,3;9;4
19,0;24,0;17,5;4,2;72;3;737,7;9;4
20,0;27,3;14,0;4,0;67;2;737,2;9;4
21,3;29,0;14,9;;71;3;737,5;9;4
21,7;30,0;15,5;;53;4;736,8;9;4
21,0;28,0;16,0;;69;4;736,7;9;4
18,8;26,0;13,0;;63;4;736,5;9;4
19,5;28,0;14,0;;72;6;739,4;9;4
20,7;29,4;14,5;2,0;52;3;737,3;9;4
20,6;27,2;14,9;6,0;52;3;733,6;9;4
17,6;25,5;16,6;2,0;95;4;731,4;9;4
14,1;19,0;11,2;;93;3;731,3;9;4
16,5;22,0;13,0;0,2;91;2;735,7;9;4
16,9;24,0;13,0;;72;1;737,2;9;4
17,1;26,5;11,0;;71;5;734,3;9;4
9,6;17,0;3,0;;80;3;733,5;10;4
10,5;15,0;8,0;1,5;85;3;733,8;10;4
7,8;11,0;5,5;4,5;90;15;740,3;10;4
8,2;11,0;6,0;0,1;88;9;744,9;10;4
7,7;17,4;1,0;;79;2;740,0;10;4
10,3;20,7;1,7;;47;5;734,7;10;4
14,6;22,0;7,0;;71;3;739,9;10;4
11,9;19,0;9,0;;88;1;743,7;10;4
11,9;18,0;9,0;;83;3;738,3;10;4
9,8;16,0;6,0;;92;3;744,0;10;4
12,7;22,0;7,0;;67;6;744,3;10;4
12,6;21,3;6,0;;72;4;743,9;10;4
13,1;20,4;6,8;;70;4;742,0;10;4
13,4;20,5;6,0;;44;6;741,3;10;4
11,4;21,0;4,6;;67;3;741,3;10;4
11,4;24,0;3,0;;80;3;740,8;10;4
10,1;22,0;3,0;;91;1;737,9;10;4
11,8;23,0;6,0;;81;3;738,6;10;4
9,9;18,0;6,0;;87;1;741,6;10;4
9,4;13,9;4,8;0,2;95;1;741,6;10;4
8,7;13,0;7,0;3,5;86;2;742,2;10;4
4,4;10,0;-1,0;;92;3;733,9;10;4
6,4;9,0;2,0;4,0;82;6;721,9;10;4
6,0;7,0;5,0;17,5;92;15;728,1;10;4
5,2;7,0;2,0;4,0;84;14;730,8;10;4
7,9;10,0;5,0;13,0;81;12;727,0;10;4
9,6;14,7;5,1;;73;4;732,5;10;4
9,6;12,0;7,8;16,0;96;3;732,6;10;4
13,1;18,0;9,0;0,4;96;7;;10;4
14,4;21,0;8,0;;68;7;;10;4
13,8;20,0;10,0;0,5;60;7;742,1;10;4
13,7;19,0;7,0;;79;7;741,1;11;4
13,3;16,0;11,0;0,2;86;5;740,7;11;4
12,4;18,2;8,8;;88;3;741,7;11;4
12,0;16,5;10,6;;95;4;739,8;11;4
12,1;19,0;7,0;;72;5;740,0;11;4
10,1;15,0;7,0;;95;9;739,1;11;4
9,9;14,0;8,0;;88;7;739,0;11;4
7,1;17,0;1,5;;84;3;736,9;11;4
6,4;15,0;0,0;;93;3;740,0;11;4
7,0;14,0;2,2;;89;3;738,5;11;4
5,0;11,0;0,8;;85;6;743,2;11;4
6,0;12,0;2,0;;95;5;743,3;11;4
6,2;8,0;4,5;;92;7;742,1;11;4
7,6;9,0;5,0;2,0;90;9;744,4;11;4
6,5;9,0;6,0;6,0;89;4;750,0;11;4
2,4;8,0;2,0;;93;5;748,2;11;4
-1,6;2,0;-3,4;;85;3;742,2;11;4
-1,0;2,0;-4,1;;77;1;740,3;11;4
-0,5;1,0;-3,0;1,2;94;7;743,6;11;4
-1,3;1,0;-3,0;0,3;92;9;739,8;11;4
-0,3;1,0;-1,5;0,5;91;8;741,2;11;4
-1,5;0,0;-2,0;;94;5;742,7;11;4
-3,0;-1,0;-4,2;;95;2;738,0;11;4
-1,0;2,0;-2,8;;87;3;733,5;11;4
2,6;5,0;0,0;2,0;96;2;729,7;11;4
2,5;4,0;2,0;6,0;96;5;733,0;11;4
-3,6;3,0;-4,5;0,5;91;3;741,2;11;4
-2,1;-3,0;-5,5;;95;6;;11;4
-3,4;-3,0;-4,0;;78;10;;11;4
-7,0;-3,0;-9,0;;70;7;735,9;11;4
-9,9;-3,6;-14,3;;90;3;734,0;12;4
-2,2;2,0;-7,0;;78;5;729,7;12;4
2,0;6,0;-2,0;0,2;90;5;731,4;12;4
5,5;8,0;2,0;2,0;94;7;740,3;12;4
2,1;8,0;1,0;;90;7;742,5;12;4
-1,5;2,0;-3,0;;93;3;734,5;12;4
0,4;1,5;-2,5;4,5;94;7;726,9;12;4
1,9;3,5;0,6;3,0;93;3;726,2;12;4
2,6;6,0;-1,3;2,0;89;12;;12;4
3,6;5,5;2,0;3,0;90;8;731,5;12;4
1,3;4,0;-0,5;3,0;95;4;735,5;12;4
-2,1;1,0;-6,0;0,8;95;2;736,2;12;4
0,0;1,0;-1,0;4,2;95;3;738,7;12;4
-1,1;0,0;-2,0;2,5;90;3;739,8;12;4
-2,3;-0,8;-3,2;3,0;89;4;736,0;12;4
-1,9;-1,0;-2,8;7,0;94;7;737,8;12;4
-1,0;0,0;-2,0;4,0;94;3;742,4;12;4
-3,0;-1,0;-6,0;;94;1;740,0;12;4
-3,3;-2,0;-4,5;;93;6;;12;4
-5,4;-3,0;-8,0;0,5;92;6;737,6;12;4
-0,3;3,0;-6,0;1,0;93;7;728,5;12;4
3,7;6,0;0,0;3,2;89;13;731,7;12;4
2,2;5,0;0,2;;83;9;728,2;12;4
1,0;2,6;-1,5;4,5;93;8;735,6;12;4
-1,9;0,0;-2,8;3,0;83;7;734,8;12;4
1,4;2,4;-1,4;4,0;93;5;735,7;12;4
2,5;3,9;1,5;5,5;95;5;733,7;12;4
4,0;4,5;3,0;7,0;93;6;737,0;12;4
2,4;4,3;2,0;1,5;95;4;735,9;12;4
1,9;3,0;1,2;4,0;93;2;734,7;12;4
1,2;2,6;0,5;3,5;98;4;735,1;12;4
0,8;2,7;-0,3;3,0;78;6;736,1;1;5
0,7;2,7;-0,3;2,0;92;10;725,9;1;5
-2,7;2,0;-4,0;4,0;86;12;732,7;1;5
-4,3;-3,0;-5,0;4,5;94;6;739,2;1;5
-4,6;-3,3;-10,0;1,0;91;6;730,3;1;5
-5,4;-2,0;-6,5;5,0;86;5;731,7;1;5
-5,7;-4,0;-8,0;;91;3;740,0;1;5
-6,5;-3,0;-11,0;2,0;89;10;734,5;1;5
-5,0;-4,0;-6,7;2,0;87;6;725,6;1;5
-5,5;-4,0;-7,0;0,1;89;3;732,5;1;5
-7,9;-4,0;-9,0;;92;4;735,2;1;5
-4,1;-1,0;-11,3;2,0;92;5;727,8;1;5
-0,1;2,0;-2,2;3,0;93;10;722,9;1;5
1,1;2,0;0,5;7,5;94;13;714,0;1;5
-1,9;0,5;-3,5;4,0;87;10;724,3;1;5
1,7;3,0;-1,0;7,5;84;16;726,3;1;5
3,2;6,0;1,0;;81;12;728,2;1;5
2,7;5,0;1,0;1,0;85;6;727,3;1;5
-2,8;0,2;-4,6;;75;3;732,7;1;5
-4,7;-1,9;-9,2;;89;2;734,3;1;5
-3,8;-2,0;-5,6;;91;3;736,6;1;5
-5,3;-2,0;-11,0;;88;6;735,9;1;5
-5,3;-3,0;-8,0;0,2;87;5;728,5;1;5
-6,1;-5,0;-7,5;0,2;82;7;730,1;1;5
-5,4;-3,0;-8,0;6,0;88;7;730,7;1;5
-6,1;-3,0;-7,4;0,5;84;2;727,7;1;5
-3,2;0,0;-8,0;;86;6;724,3;1;5
-1,8;3,0;-6,0;;82;6;722,2;1;5
-0,7;3,0;-4,0;0,1;94;3;725,2;1;5
-1,0;3,0;-6,5;;95;4;726,4;1;5
1,2;3,0;0,5;2,5;94;2;725,8;1;5
0,9;3,8;-1,5;;94;7;728,9;2;5
1,9;4,2;-0,2;;78;4;728,8;2;5
3,5;8,0;1,0;0,1;82;5;730,5;2;5
2,2;5,0;1,0;;87;10;737,7;2;5
1,5;3,0;0,0;;86;4;743,7;2;5
0,2;3,5;-1,5;;84;7;742,7;2;5
-2,0;3,0;-6,5;;71;10;739,6;2;5
-1,1;6,0;-8,0;;77;3;737,9;2;5
1,4;4,0;-6,1;;74;4;736,5;2;5
2,4;8,0;-2,0;;71;12;734,9;2;5
3,7;5,0;1,0;;94;7;726,0;2;5
1,6;4,0;1,0;0,5;77;11;733,4;2;5
1,0;3,0;-2,0;2,5;81;10;742,4;2;5
3,9;4,0;1,0;;89;10;744,6;2;5
3,3;5,8;0,0;;87;3;746,7;2;5
4,0;9,0;1,0;;86;3;742,5;2;5
3,8;11,6;-2,8;;67;7;739,5;2;5
3,3;10,0;-2,4;;85;4;739,6;2;5
3,9;13,0;-3,0;;85;4;736,6;2;5
4,8;11,0;2,0;0,3;86;12;735,6;2;5
5,1;7,0;4,0;4,2;83;8;738,4;2;5
-1,5;6,0;-4,0;5,8;71;11;740,8;2;5
-5,2;-1,7;-8,8;;62;5;750,2;2;5
-1,8;2,0;-6,2;;62;6;748,1;2;5
3,6;8,0;-2,0;;58;10;744,7;2;5
4,9;8,0;2,0;;76;15;738,2;2;5
4,6;8,0;3,0;;81;8;738,7;2;5
8,6;14,0;3,0;;44;17;727,1;2;5
4,1;13,0;1,0;;73;9;727,4;3;5
-1,7;6,0;-3,4;;59;4;731,0;3;5
-0,1;8,0;-0,2;;53;9;731,8;3;5
9,9;14,0;4,6;;62;13;726,0;3;5
8,3;14,0;6,0;0,2;63;14;724,5;3;5
5,1;10,0;2,0;0,2;75;10;732,9;3;5
5,9;13,6;-0,5;;57;10;731,0;3;5
10,2;14,9;3,9;;60;7;728,9;3;5
7,6;14,9;0,3;0,5;65;8;731,8;3;5
6,7;12,0;4,0;;33;10;725,9;3;5
4,7;9,0;2,5;2,0;84;18;724,5;3;5
0,5;4,5;-0,5;2,5;89;6;732,4;3;5
1,5;8,0;-5,0;;53;6;731,9;3;5
4,1;8,6;1,4;1,0;90;5;727,7;3;5
5,7;7,0;4,0;2,1;79;8;726,0;3;5
4,9;7,0;1,8;;73;10;722,9;3;5
8,1;17,0;0,8;4,2;70;9;728,0;3;5
7,2;15,0;5,0;;83;10;731,7;3;5
5,8;9,0;2,0;2,5;68;6;739,2;3;5
5,2;9,0;1,0;;48;4;745,6;3;5
4,0;8,0;-2,0;;65;8;746,9;3;5
7,9;11,0;5,0;0,0;81;8;745,2;3;5
5,5;13,0;-2,0;;36;3;744,2;3;5
6,8;14,0;-1,5;;58;8;739,1;3;5
5,2;13,0;2,0;;72;8;731,7;3;5
3,9;9,0;1,0;3,2;80;9;735,1;3;5
3,1;7,0;-1,0;0,3;58;13;740,2;3;5
4,4;8,0;1,0;0,6;93;6;743,8;3;5
6,0;11,0;1,0;;75;9;745,1;3;5
7,2;13,7;2,0;;77;2;742,2;3;5
8,5;19,0;-1,3;;51;9;737,2;3;5
7,8;18,0;3,0;;57;5;740,5;4;5
6,4;13,0;1,0;;38;16;741,8;4;5
8,5;14,0;3,0;;31;12;737,1;4;5
9,3;16,0;5,0;0,0;54;10;732,9;4;5
10,9;18,5;5,0;;50;6;731,5;4;5
9,9;18,0;5,3;0,2;69;6;729,9;4;5
11,7;16,4;5,6;;65;6;728,0;4;5
12,5;20,0;5,0;;50;7;729,4;4;5
12,0;19,0;5,0;;71;6;729,4;4;5
7,3;18,0;5,0;;75;5;732,2;4;5
7,4;10,8;5,0;;63;5;733,7;4;5
6,2;10,4;4,2;;66;19;736,5;4;5
6,8;11,7;2,5;;66;3;737,4;4;5
7,8;12,7;3,0;;45;4;737,9;4;5
5,8;12,0;1,0;;46;3;739,1;4;5
2,6;10,0;-2,5;0,5;52;5;737,9;4;5
8,1;13,3;2,9;1,2;92;3;737,5;4;5
11,4;17,4;6,4;;53;3;742,8;4;5
10,8;17,4;2,1;;31;5;742,6;4;5
9,7;18,4;-0,4;;29;3;741,5;4;5
9,4;18,0;4,8;7,5;70;3;737,2;4;5
9,5;15,2;4,1;0,8;57;8;736,7;4;5
11,9;17,5;6,0;;31;10;738,4;4;5
13,6;18,9;9,2;;46;7;737,3;4;5
15,2;24,1;8,0;0,2;60;6;736,1;4;5
18,6;27,1;8,5;;40;6;732,8;4;5
18,0;26,0;11,3;0,4;45;6;729,5;4;5
11,9;20,0;11,0;15,6;99;3;728,7;4;5
7,6;12,0;9,0;5,0;100;4;729,3;4;5
12,0;17,0;9,8;5,0;94;3;728,4;4;5
10,0;15,0;7,0;;96;5;725,4;5;5
11,7;18,0;5,0;;73;8;724,7;5;5
10,8;18,0;5,0;3,0;62;4;725,5;5;5
9,6;13,0;7,1;5,0;81;2;727,6;5;5
9,9;12,0;8,2;12,2;96;4;725,9;5;5
5,7;11,0;4,6;8,5;95;5;727,0;5;5
5,8;7,3;4,5;0,2;78;4;729,9;5;5
7,7;14,0;0,5;;48;3;733,4;5;5
9,8;16,8;1,6;;46;5;728,9;5;5
11,4;16,8;8,7;2,0;79;2;727,4;5;5
12,1;18,4;5,3;0,1;87;3;730,8;5;5
14,0;21,2;4,7;;57;4;735,3;5;5
11,1;20,0;8,6;;94;6;739,6;5;5
8,6;11,5;6,6;0,5;92;3;738,3;5;5
12,5;17,0;9,5;17,2;94;2;732,8;5;5
13,1;17,0;9,0;8,2;84;4;733,1;5;5
16,4;23,2;9,0;0,1;89;4;734,0;5;5
16,1;24,9;11,5;24,0;62;2;734,1;5;5
18,9;24,6;13,7;;83;8;732,5;5;5
18,4;24,6;15,5;25,5;66;12;728,7;5;5
14,2;17,0;12,0;22,0;97;9;726,9;5;5
14,8;18,5;12,0;9,2;75;10;728,1;5;5
15,6;20,0;12,0;1,2;84;4;730,0;5;5
15,4;20,5;12,0;3,8;93;3;731,5;5;5
15,3;20,0;12,5;;93;5;730,2;5;5
15,6;22,5;8,0;1,0;64;5;733,1;5;5
17,9;27,0;11,0;0,2;63;5;733,7;5;5
19,8;25,0;15,0;2,0;66;9;730,5;5;5
17,5;23,0;13,0;0,6;70;3;731,6;5;5
13,7;19,0;12,0;7,6;93;3;738,3;5;5
16,5;21,0;12,5;;87;2;739,9;5;5
17,4;25,5;8,5;;56;3;739,1;6;5
19,9;27,0;13,0;;58;3;737,8;6;5
20,3;27,0;13,0;;88;3;737,0;6;5
20,8;27,0;14,0;;68;8;735,3;6;5
20,6;26,0;15,6;;68;10;734,3;6;5
20,0;26,0;14,0;;67;7;734,6;6;5
20,2;25,8;13,5;0,0;65;6;735,3;6;5
21,4;27,0;13,8;0,2;66;4;736,9;6;5
20,5;25,0;16,5;;89;3;741,4;6;5
22,7;30,0;15,0;;64;7;739,3;6;5
24,4;32,0;17,0;;49;8;736,3;6;5
24,1;33,0;16,5;;55;7;735,8;6;5
24,2;33,0;16,0;;54;8;735,8;6;5
24,4;31,7;17,0;;53;4;737,1;6;5
24,3;31,0;15,4;;53;4;737,0;6;5
23,7;31,3;17,3;5,0;65;5;734,4;6;5
20,6;30,0;16,7;5,0;86;5;737,6;6;5
20,8;25,0;17,4;;70;2;738,2;6;5
22,4;28,0;16,5;;66;9;735,3;6;5
23,4;31,0;16,5;;61;6;733,5;6;5
21,9;31,0;16,5;;76;4;734,6;6;5
19,8;25,0;17,0;5,0;78;2;737,4;6;5
20,6;25,0;17,9;4,5;89;2;737,7;6;5
20,1;25,0;17,0;;93;3;740,1;6;5
23,0;30,0;17,0;;69;6;742,1;6;5
24,0;33,0;16,0;;64;6;741,5;6;5
23,6;29,0;20,0;7,0;76;8;734,9;6;5
17,5;26,0;13,2;;47;5;734,5;6;5
16,9;23,1;11,0;;49;6;735,8;6;5
21,3;30,0;11,0;;55;4;735,1;6;5
26,1;34,0;17,0;;48;6;734,2;7;5
23,9;33,0;20,0;0,6;75;6;734,2;7;5
18,6;27,0;12,5;;60;5;736,4;7;5
16,5;23,0;8,5;;44;4;738,4;7;5
15,8;24,5;8,5;0,2;47;4;734,3;7;5
17,8;24,3;11,0;;62;5;730,5;7;5
20,5;28,0;14,9;16,0;57;3;727,9;7;5
15,2;21,0;10,0;;71;5;731,6;7;5
13,0;19,9;5,4;1,0;65;5;731,4;7;5
14,1;18,0;11,0;3,0;82;7;731,1;7;5
14,2;18,0;11,0;;83;3;731,3;7;5
16,8;22,4;11,0;3,0;59;4;732,3;7;5
16,1;22,7;9,1;4,0;61;5;731,4;7;5
15,5;22,0;12,4;3,0;94;3;731,7;7;5
16,1;22,0;10,0;;66;2;732,5;7;5
17,6;24,0;10,0;;47;5;732,4;7;5
16,2;23,0;11,0;2,7;71;8;731,6;7;5
16,5;22,0;10,0;;64;3;733,5;7;5
18,5;26,5;10,0;;47;3;735,5;7;5
20,5;26,5;15,3;;53;3;735,8;7;5
20,5;30,0;13,4;7,0;64;8;735,6;7;5
20,3;26,0;16,0;;89;3;738,4;7;5
19,0;25,0;15,0;;67;3;737,5;7;5
19,6;26,0;15,0;;67;2;736,9;7;5
21,4;28,0;15,0;;65;1;737,2;7;5
18,5;27,0;14,0;7,0;92;2;733,2;7;5
19,1;26,1;11,1;1,5;72;3;730,9;7;5
24,9;33,0;19,0;;63;6;727,4;7;5
25,5;34,0;18,0;;48;5;727,3;7;5
22,6;32,0;17,5;5,1;88;4;729,5;7;5
21,4;29,0;17,5;;89;3;731,9;7;5
