temp_avg;temp_max;temp_min;precipitation;humidity;wind;pressure;date
-5;-1;-7;;94;4;740,4;12.11.2023
-4;-2;-5;0,5;93;6;734,4;13.11.2023
-0,2;-1;-4;1,5;93;6;730,4;14.11.2023
3,5;4,5;2;9,5;93;9;729;15.11.2023
2,2;4;1;0,4;93;4;727,2;16.11.2023
1,5;3;0,5;0,4;93;5;728,3;17.11.2023
1,2;2;1;0,2;93;7;741,6;18.11.2023
1;3;-1;;92;4;748;19.11.2023
3,8;6;1;0,2;86;12;746,5;20.11.2023
5,3;8;3;;74;13;742,8;21.11.2023
6,5;10;3;;66;11;738,1;22.11.2023
4,6;8;0;1,2;67;10;730,1;23.11.2023
3,7;5,5;1;;77;19;723,6;24.11.2023
3,2;5;2;2;80;19;713,7;25.11.2023
0;1;-1;3,5;62;7;718,1;26.11.2023
0,5;2;-0,5;3,5;81;7;726,3;27.11.2023
7,3;11;3;7;93;13;725,1;28.11.2023
9,5;12;7;;85;13;729,4;29.11.2023
4,5;11;4;;76;15;736,9;30.11.2023
4;11;-1;;78;10;737,5;01.12.2023
7,8;11;6;0,1;79;10;734,9;02.12.2023
6,3;9;4;0,1;71;7;734,6;03.12.2023
4,4;7;0;;93;6;735,5;04.12.2023
6,1;8;2;8,8;87;8;728,4;05.12.2023
4,3;6;2;1,2;90;11;729,5;06.12.2023
5,1;8;3;10;92;8;722,1;07.12.2023
6,5;8;4;13,4;92;7;720,9;08.12.2023
1,3;4;-1;4;86;5;731;09.12.2023
2;5;-1;;89;3;730,6;10.12.2023
-3,1;3;-8;9,2;94;8;731,9;11.12.2023
-10;-3;-11;;86;7;740,2;12.12.2023
-12,6;-7,5;-17;;87;4;748,8;13.12.2023
-10,1;-4;-16;;84;4;746,5;14.12.2023
-3,8;-2;-8;2;80;11;738,7;15.12.2023
-4,7;-1;-9;;80;9;737,3;16.12.2023
-2,4;-1;-5;1;92;7;734,4;17.12.2023
-1,4;0;-2;4,5;85;9;726,7;18.12.2023
1;4;-2;;80;10;721,1;19.12.2023
-1,2;3;-3;0,5;84;8;725,4;20.12.2023
-4;1;-9;0,4;86;10;729;21.12.2023
4;7;-1;10,3;91;7;719;22.12.2023
-1;7;-1;3,1;92;4;729;23.12.2023
-2;1;-6;;75;6;741;24.12.2023
-2;1,2;-3;0,7;87;7;746;25.12.2023
-1;5;-7;;76;10;743;26.12.2023
2;3;1;7;86;10;739;27.12.2023
2;3;1;7,4;90;14;737;28.12.2023
4;5;2;13,1;92;16;731;29.12.2023
1;5;0;;80;11;737;30.12.2023
1;3;-1;5,2;93;5;743;31.12.2023
1;3;0;3,2;94;4;748;01.01.2024
1;3;0;;90;6;751,6;02.01.2024
0,7;6;-2;;88;6;749,8;03.01.2024
1,9;6;-2;;80;8;746;04.01.2024
3,3;6;0;0,6;85;8;739;05.01.2024
2,5;4;1;0,2;84;7;740;06.01.2024
4;7;0;4;79;6;740;07.01.2024
6,6;7;5;2;82;14;732;08.01.2024
6;8;4;9,5;91;14;727;09.01.2024
8,5;9,5;6;;81;11;728;10.01.2024
7,1;9;6;5;72;11;725;11.01.2024
1,4;8;0;12;93;6;727;12.01.2024
2,3;4;1;8;94;3;724;13.01.2024
8,5;12;5;3,2;85;5;724;14.01.2024
8;11;5;1,3;90;9;723;15.01.2024
10,5;15;7;0,2;83;9;724;16.01.2024
7,3;9;5;0,2;88;7;730;17.01.2024
4,4;8;0;;78;7;739;18.01.2024
2,4;8;-2;;83;4;741,2;19.01.2024
3,9;11;0;;82;7;741,8;20.01.2024
4,1;11;-1;1;78;4;743,3;21.01.2024
3;10;2;;87;9;746,7;22.01.2024
1,7;7;-2;;86;9;740,9;23.01.2024
6;9;3;6;91;9;737,9;24.01.2024
6,8;9;5;;84;6;738,3;25.01.2024
6,8;10,5;4;;78;15;731,4;26.01.2024
9,7;11;8;0,2;76;10;726,8;27.01.2024
8,9;11;7;;70;5;731,5;28.01.2024
9,6;14;7;;88;8;732,9;29.01.2024
10,2;16;6;;85;8;731,4;30.01.2024
10,1;19;4;;80;7;735,1;31.01.2024
9,2;17;3;;78;3;737,3;01.02.2024
11,4;18;6;;80;10;738;02.02.2024
6;18;5;;88;7;736;03.02.2024
8;12;5;;81;4;736;04.02.2024
6;8,5;4;0,2;84;4;734;05.02.2024
8;14,5;5;0,2;87;8;731;06.02.2024
8;15;3;;85;6;732;07.02.2024
6;9;5;4;87;3;737;08.02.2024
3;4;1;;86;8;740;09.02.2024
3,3;5;1;;74;4;740,1;10.02.2024
1,6;10;-6;;73;2;738,1;11.02.2024
3,7;7;-1;;67;10;735,2;12.02.2024
4,4;6;4;2,5;77;14;733,9;13.02.2024
5;6;4;7;93;10;731,8;14.02.2024
3;6;2;5,1;94;3;734;15.02.2024
3,7;4;3;;91;4;736,6;16.02.2024
4,3;6;3;;83;14;736,8;17.02.2024
6,4;14;0;;75;4;737,5;18.02.2024
6,3;13;4;5,5;82;9;736,7;19.02.2024
3,5;4,5;3;1,1;88;6;736;20.02.2024
3;4;2,5;0,8;91;10;737;21.02.2024
3,8;4,5;3;3,7;92;4;739,4;22.02.2024
3,8;5;3;;87;9;739,4;23.02.2024
4,9;9;3;0,6;90;4;736,5;24.02.2024
9,9;15;5;;71;4;731,9;25.02.2024
6;10;2;5;86;8;727,4;26.02.2024
4,8;11;-2;0,2;82;6;726,8;27.02.2024
7,7;14;3;;75;8;731;28.02.2024
10,4;18;3;;64;11;727;29.02.2024
10,4;15;4;;76;18;723,3;01.03.2024
11,6;18;6;12;70;12;729;02.03.2024
14,4;23;7;;62;5;733,1;03.03.2024
17;24;11;;49;10;729,8;04.03.2024
19,2;27;14;;50;15;727,5;05.03.2024
14,3;19;15;5,4;68;17;723,3;06.03.2024
11,5;16;7;;71;14;728,7;07.03.2024
11;16;7;0,6;80;5;733,6;08.03.2024
11;16;8;7,2;78;9;736;09.03.2024
12;18;5;0,4;74;6;738;10.03.2024
13;22,5;4;;74;6;740;11.03.2024
17;26;8;;66;8;738;12.03.2024
18;27;9;;65;12;735;13.03.2024
16;26;9;;78;8;737;14.03.2024
14,6;18,5;11;;75;4;745,7;15.03.2024
12,7;19;6;;69;4;745,9;16.03.2024
13,1;21;6;;73;7;742,4;17.03.2024
16;24,5;6,5;0,4;72;12;736,4;18.03.2024
12;23;12;8,7;91;4;732;19.03.2024
12;15;9;2,4;85;8;725;20.03.2024
8,7;13;4,5;;76;2;725,6;21.03.2024
7,2;12;5;0,2;83;7;727,8;22.03.2024
5,9;11;2;0,2;75;7;730,5;23.03.2024
8,3;14,5;2;;64;13;731,1;24.03.2024
7,7;14;1;0,8;77;8;732,9;25.03.2024
5,6;11;5;2,6;86;4;736,3;26.03.2024
6,1;10;3;0,3;86;8;738,1;27.03.2024
9,4;12;6;8,6;89;6;726,7;28.03.2024
8,8;12;6;1,8;85;6;728,4;29.03.2024
9;15;2;;69;2;733,1;30.03.2024
12,6;20;4;;55;3;738,5;31.03.2024
15,2;24,5;5;;65;8;740,7;01.04.2024
16,6;24,4;9;;63;14;743,5;02.04.2024
17,5;24;11;;51;15;744,7;03.04.2024
18,4;25,5;11;;50;18;739,3;04.04.2024
17,7;24;10,5;;54;8;735;05.04.2024
16,9;24;10;;57;4;732,6;06.04.2024
16,5;23;9;;53;3;735,4;07.04.2024
14,8;24,5;5;;62;2;734,8;08.04.2024
17,2;24,5;9;;68;7;731,1;09.04.2024
14,9;23;12,5;8,1;83;7;731,9;10.04.2024
11,3;18;5;;71;8;739,7;11.04.2024
12,9;21;5;;66;6;740,7;12.04.2024
13,4;22;5;;62;6;739,9;13.04.2024
13,8;18;10;;61;4;739,5;14.04.2024
11,8;17,5;5;;53;5;739,8;15.04.2024
11,7;21;3;;63;3;738,9;16.04.2024
13;21;5;;63;8;737,2;17.04.2024
13;20;5;;52;13;738,6;18.04.2024
13,9;22;5,5;;54;16;739,6;19.04.2024
15,1;20;8;;50;13;738,1;20.04.2024
14,9;19;11;;61;3;736,9;21.04.2024
15,7;25;8;0,1;78;4;734,9;22.04.2024
18,1;26,5;11;0;75;6;733,8;23.04.2024
19,7;27,8;11;;71;5;735;24.04.2024
20;28,5;12,5;;71;8;732;25.04.2024
19,9;27,2;14;;73;14;734,2;26.04.2024
20,1;28;12,2;;61;7;737,6;27.04.2024
19,6;26;14;3,3;55;3;740,6;28.04.2024
20,7;28,9;10;;50;7;739,9;29.04.2024
19,1;27;10;;57;16;740,1;30.04.2024
18,1;27;12;;66;11;737,2;01.05.2024
18,7;27,5;12;;70;7;733,9;02.05.2024
16,8;24;14;0;81;7;730;03.05.2024
18,5;25;12;5,8;74;6;730;04.05.2024
19,3;25;15;0,2;72;5;733;05.05.2024
18,1;23;14;6,6;71;9;733;06.05.2024
20;27;15;;79;3;734;07.05.2024
17,9;26;16;46,2;88;7;732,3;08.05.2024
18,3;23,5;14,4;0,2;82;5;733,1;09.05.2024
19,7;27;12;;75;4;735,6;10.05.2024
20,4;27;16;1,5;77;5;736,5;11.05.2024
19;25;15;;70;2;732,5;12.05.2024
18,5;24;15;14;89;5;730;13.05.2024
20,5;25;16;;84;7;728,7;14.05.2024
19;24;17;15,3;88;2;729,2;15.05.2024
17,1;23;13;;78;2;735,1;16.05.2024
16,4;19;13;2,2;81;3;736,2;17.05.2024
14,3;18;11;19;84;3;735,1;18.05.2024
13,8;19;10;;88;4;736;19.05.2024
19,9;28;11;;69;6;732,8;20.05.2024
20,4;27;16;0,2;81;3;734,6;21.05.2024
22,6;26;13;;71;6;737,3;22.05.2024
24,1;32;16;;72;9;735,4;23.05.2024
21,8;32;16;3,3;72;11;738,2;24.05.2024
20;28;12;;66;5;738,7;25.05.2024
19,9;30;15;15,2;79;20;734,6;26.05.2024
19,8;25;16;3,5;83;4;733,9;27.05.2024
18;24;12;;80;5;736,5;28.05.2024
20,1;24;16;;79;6;738;29.05.2024
21,8;29,5;14;;74;9;737;30.05.2024
24;30;18;;69;11;734,2;31.05.2024
24,1;32;17;;67;7;734,9;01.06.2024
23,6;31;18;;76;2;738,5;02.06.2024
25,5;33,5;18;;71;10;734,4;03.06.2024
22,9;32;20;2,5;83;5;731,1;04.06.2024
18,3;22;17;18,1;90;5;729,3;05.06.2024
16,4;21;13;0,2;87;3;729,7;06.06.2024
17,1;23,5;13;4,2;87;4;729,9;07.06.2024
18,3;23,5;14;0,5;76;5;733,7;08.06.2024
21,1;29;14;;65;4;737;09.06.2024
24,7;32,8;16;;64;8;734,9;10.06.2024
23,8;32;19;0,2;82;2;736,7;11.06.2024
24,4;31,5;18;;72;6;739,1;12.06.2024
26,9;34;20;;64;7;738,9;13.06.2024
26,9;36;20;;62;6;737;14.06.2024
25,1;35;18;;59;5;735,4;15.06.2024
26,8;35;18;;64;4;734;16.06.2024
25,5;32;19;;80;8;734,4;17.06.2024
23,5;31;18;11;85;5;735,2;18.06.2024
24,9;36;21;;72;14;734,7;19.06.2024
23,4;29;20;3,2;86;6;736,9;20.06.2024
23,2;29;20;0,2;77;3;739;21.06.2024
22,2;29;16;;55;2;739,1;22.06.2024
21,5;28;14;;66;3;735,9;23.06.2024
21,9;24;18;;74;3;732,2;24.06.2024
22,1;30;16;;79;2;733,2;25.06.2024
21,7;29;17;0,3;81;4;735,1;26.06.2024
22,1;29,5;16;;77;5;733,3;27.06.2024
18;27;16;1,1;88;6;732,1;28.06.2024
19,2;23,5;16;;83;3;733,7;29.06.2024
20,4;28;14;;67;2;737,8;30.06.2024
22,9;33,5;16;0;65;11;736,7;01.07.2024
18,5;27;13;;71;10;737,6;02.07.2024
19,5;25,5;13;;66;8;736,4;03.07.2024
20;30;11,5;;66;5;735,5;04.07.2024
19,2;28;13;0,3;79;3;733,3;05.07.2024
22;29;17;;77;3;731;06.07.2024
19;20;16;22,2;90;4;730;07.07.2024
20;27;15;;80;2;733;08.07.2024
17;26;14;20;90;4;732,5;09.07.2024
16,7;21;13;4,2;90;3;733,4;10.07.2024
19,6;27;13;;82;2;734,8;11.07.2024
20,8;28,5;14;;80;7;734,4;12.07.2024
19,9;26,5;17;19,5;89;4;735;13.07.2024
20;26;14;;78;3;736;14.07.2024
20,9;27,8;14;;77;8;737,3;15.07.2024
19,8;26;13;;73;3;737,1;16.07.2024
19,2;28,3;12;;75;2;735,3;17.07.2024
19,8;27,8;13;;69;7;737,4;18.07.2024
21;31;13;;72;7;736,8;19.07.2024
22,9;32;16;;76;4;736,4;20.07.2024
24,3;31;17;;70;2;736,9;21.07.2024
24,8;33;17;;77;7;732,3;22.07.2024
24,4;34;17;;78;3;731,8;23.07.2024
23,1;32;19,5;;85;2;734,5;24.07.2024
23,5;33;20;2,8;81;13;731,8;25.07.2024
19,1;30;16;7,6;78;3;735;26.07.2024
18,5;27;12;;74;8;736,8;27.07.2024
20,9;30;13;;65;2;740,1;28.07.2024
23,4;33,8;15;;62;7;736,9;29.07.2024
22,8;31;17;;80;0;737,4;30.07.2024
22,9;29;19;0,3;85;1;738,5;31.07.2024
23,7;31,1;19;;76;6;739,6;01.08.2024
23,1;32;17;;74;1;738,8;02.08.2024
22,6;30;16,7;;65;3;738,8;03.08.2024
22,9;31;15;;59;2;740,6;04.08.2024
22,1;28,9;15;;74;1;738,7;05.08.2024
22;31;15,6;;73;8;736,5;06.08.2024
21,8;31,7;14,4;;70;5;738,3;07.08.2024
21,4;31;14,5;;70;8;738,6;08.08.2024
21,2;28,5;16;;66;13;738,1;09.08.2024
21,1;29;14,4;;56;7;738;10.08.2024
22,8;29;18;;42;5;737,6;11.08.2024
21,1;29;15;;41;11;737,7;12.08.2024
18,5;28;11;;52;15;732,7;13.08.2024
16,9;26;14;2,6;75;2;729,2;14.08.2024
16,7;19;15;4,2;92;1;730,7;15.08.2024
17,6;21;16;3,6;91;1;730,4;16.08.2024
17;21;15;;89;2;730,4;17.08.2024
17,4;21;15;12,2;90;3;729,8;18.08.2024
15,6;18,5;12;27,5;92;3;731,3;19.08.2024
16,3;21;12;0,3;87;7;733;20.08.2024
16,2;26;10;;84;4;739,9;21.08.2024
15,2;23;12;;82;4;742,8;22.08.2024
16;23;12;;70;8;743,1;23.08.2024
13,6;22;7;;70;6;743,5;24.08.2024
14;24;6;;76;4;741,3;25.08.2024
15,3;26;6;;81;3;738,6;26.08.2024
16,2;26;10;;85;4;736,4;27.08.2024
16,8;27;10;;62;10;734,4;28.08.2024
15,8;20;13;0;83;3;734;29.08.2024
17,4;23;12;;64;15;731,1;30.08.2024
19,2;25;16;;78;7;729;31.08.2024
16,4;20;15;;80;4;730,1;01.09.2024
10,6;13;9;0,5;89;0;737,6;02.09.2024
8,7;11;7,5;10;84;2;740,5;03.09.2024
7,6;11;6;20;88;1;736,8;04.09.2024
8,2;17,8;1;;87;5;733,7;05.09.2024
11,3;15;5,6;6,5;93;5;731,6;06.09.2024
11;13;9;8,2;96;1;731;07.09.2024
11,6;13;10;16,3;99;5;731;08.09.2024
10,3;12;9;10;98;2;731,2;09.09.2024
11,6;15,5;8;;92;3;733;10.09.2024
12,5;22;5;;85;10;733,8;11.09.2024
15,9;23,5;12;;89;17;728,9;12.09.2024
17;22;12;;79;11;725,4;13.09.2024
13,6;17,5;11;8,5;92;4;728,4;14.09.2024
7,8;12;3;1,5;84;2;736,4;15.09.2024
7,2;16;1;2,5;89;13;734,1;16.09.2024
7,8;11;6;;80;5;735,3;17.09.2024
7,1;12;2;;90;4;738,9;18.09.2024
8,6;12,8;6;;87;1;744,6;19.09.2024
5,8;11;0;;82;10;747,3;20.09.2024
8,2;16;4;;69;9;744,3;21.09.2024
7,6;12,5;0;;60;4;742,5;22.09.2024
7;16;0;;76;8;745,3;23.09.2024
6,5;12;0;;84;2;746,1;24.09.2024
6;18,5;-1;;87;3;743,7;25.09.2024
9,9;15;2,2;;84;4;747,1;26.09.2024
6,3;15;-0,6;;87;0;749,3;27.09.2024
5,9;16,5;0;;84;3;744,6;28.09.2024
7,1;17;0;;79;2;740,6;29.09.2024
9,9;17;4;;78;2;739,8;30.09.2024
9,9;14;5;0;75;4;741,3;01.10.2024
7,9;13,9;2;0,3;92;2;742,1;02.10.2024
12;14;9,4;0,8;92;3;741,1;03.10.2024
11,2;13,5;8;;90;7;740,8;04.10.2024
12,1;18,5;9;;75;14;738;05.10.2024
7,9;12;7;0,2;71;5;742;06.10.2024
2,2;7,2;-2;;78;4;746,5;07.10.2024
5,3;8,9;4;;80;11;742,6;08.10.2024
1,3;9;-4;;85;3;746,8;09.10.2024
1,5;11;-3,5;;85;1;746,7;10.10.2024
2,3;11,7;-3,5;;85;5;748,3;11.10.2024
2,5;8;0,5;;89;1;749;12.10.2024
1,9;6;-2;;90;2;750,5;13.10.2024
1;5;-2,5;;92;6;747,1;14.10.2024
0;3;-3;;93;2;745,4;15.10.2024
1;1,5;0,6;;93;4;745,3;16.10.2024
0,4;1,5;-1;0,2;93;6;743,4;17.10.2024
1,6;3;0;0,6;93;4;740,1;18.10.2024
3,2;6,5;1;1,2;92;8;738,1;19.10.2024
3,4;8;1;;89;3;741,8;20.10.2024
3,9;10;-0,5;;81;9;732,7;21.10.2024
4,9;8;2;0,1;79;16;729,8;22.10.2024
4,7;8,5;1;;86;8;729,8;23.10.2024
6,7;11;7;7,5;86;14;718,9;24.10.2024
1,2;2,8;0;0,3;87;8;722,8;25.10.2024
-0,1;2;-2;0,2;87;9;723,2;26.10.2024
-0,5;2;-2;;86;5;735,5;27.10.2024
0;2,5;-2;2,5;77;5;746;28.10.2024
2,8;6;1;;78;4;745;29.10.2024
2,1;6,5;0;;90;6;738,6;30.10.2024
4,4;7,5;1;;93;5;740,2;31.10.2024
2,4;6,5;-3;8;92;7;738;01.11.2024
4,7;8;1;;93;2;739,6;02.11.2024
3,3;6;2;;96;3;749,9;03.11.2024
2,3;6;-1;;94;5;747;04.11.2024
2,8;4;0;;93;8;741,5;05.11.2024
2;4;0;;94;5;737,8;06.11.2024
2,1;4;0;;94;1;739,2;07.11.2024
1,4;3;0;;89;2;742,9;08.11.2024
0,6;2,5;-1;;88;4;739,1;09.11.2024
1,1;2,5;-0,5;;96;2;736;10.11.2024
2,1;4,5;-0,2;0,4;93;3;732,6;11.11.2024
3;4,5;2;1;94;7;736,4;12.11.2024
0,3;2,5;0;3,2;96;6;740,5;13.11.2024
-0,5;1;-1;1,7;96;3;740,7;14.11.2024
0;1;-1;1;95;4;744,9;15.11.2024
-2,5;-1;-6;0,5;83;3;747;16.11.2024
-3,9;-1;-8;;87;3;742;17.11.2024
0,5;2;-2;2;92;11;734,6;18.11.2024
4,8;9;1;7,5;93;15;735,5;19.11.2024
7,3;9;4,4;6;90;12;736,4;20.11.2024
7,1;8,5;6;;87;8;738,6;21.11.2024
7,8;11,5;5;;78;10;730,7;22.11.2024
6;10;5;0,2;81;11;728,8;23.11.2024
0,6;4;-1;;84;3;737,5;24.11.2024
0,5;4;-3;;81;11;729,2;25.11.2024
0,1;3,5;-1;0,5;88;6;728,6;26.11.2024
-1;0,5;-2,5;0,3;90;3;738,8;27.11.2024
-0,6;1;-2,5;0,2;91;4;748,1;28.11.2024
-0,7;1;-2;;90;2;752;29.11.2024
-1,4;0;-3,5;;95;3;749,5;30.11.2024
-0,4;0,5;-2;;96;2;748,6;01.12.2024
-0,3;2;-2;;95;3;744,2;02.12.2024
1;3,5;-2;;87;9;742,2;03.12.2024
2;4,5;0;;76;6;742,1;04.12.2024
